행정구,0
강남구,20
강동구,28
강북구,28
강서구,45
관악구,26
광진구,18
구로구,13
금천구,11
노원구,27
도봉구,10
동대문구,14
동작구,14
마포구,17
서대문구,14
서초구,15
성동구,14
성북구,16
송파구,29
양천구,13
영등포구,12
용산구,8
은평구,26
종로구,2
중구,1
중랑구,15
